slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,is_combined_totals
smithjo02,Joe Smith,POWER FORWARD,32,CHICAGO BULLS,50,1146,16.8,0.515,0.002,0.28,10.3,16.0,13.0,7.4,1.1,2.1,8.3,22.8,1.5,1.1,2.6,0.109,0.1,-0.7,-0.6,0.4,False
smithjo02,Joe Smith,POWER FORWARD,32,CLEVELAND CAVALIERS,27,580,14.9,0.547,0.012,0.406,10.5,16.4,13.4,5.6,0.8,2.2,9.9,17.4,0.9,0.6,1.5,0.128,-1.5,-0.5,-2.0,0.0,False
smithjo03,Josh Smith,POWER FORWARD,22,ATLANTA HAWKS,81,2873,19.0,0.52,0.087,0.414,6.6,20.4,13.5,16.6,2.3,5.9,15.5,25.0,1.2,4.6,5.8,0.097,0.5,2.5,3.0,3.7,False
snower01,Eric Snow,POINT GUARD,34,CLEVELAND CAVALIERS,22,305,3.1,0.231,0.053,0.579,1.4,6.2,3.7,19.1,1.7,1.0,17.3,8.6,-0.4,0.3,-0.1,-0.021,-6.7,0.3,-6.4,-0.3,False
snydeki01,Kirk Snyder,POWER FORWARD,24,HOUSTON ROCKETS,9,81,14.4,0.518,0.321,0.393,7.1,9.6,8.4,16.4,0.7,0.9,10.9,20.8,0.1,0.1,0.2,0.117,0.9,0.5,1.3,0.1,False
snydeki01,Kirk Snyder,SMALL FORWARD,24,MINNESOTA TIMBERWOLVES,27,680,13.2,0.582,0.087,0.478,4.1,15.7,9.7,12.5,1.5,1.6,19.8,16.1,0.5,0.4,0.9,0.063,-1.3,-0.9,-2.1,0.0,False
songada01,Darius Songaila,CENTER,29,WASHINGTON WIZARDS,80,1554,11.8,0.496,0.004,0.156,6.0,14.7,10.2,14.2,1.8,0.9,14.7,17.3,0.6,1.2,1.7,0.053,-2.3,-0.3,-2.6,-0.2,False
stackje01,Jerry Stackhouse,SHOOTING GUARD,33,DALLAS MAVERICKS,58,1412,13.3,0.523,0.35,0.281,2.8,7.9,5.4,16.7,1.1,0.5,12.7,22.4,1.2,1.1,2.3,0.077,0.3,-1.1,-0.8,0.4,False
stevede01,DeShawn Stevenson,SHOOTING GUARD,26,WASHINGTON WIZARDS,82,2564,12.6,0.529,0.529,0.253,1.6,9.3,5.4,15.5,1.4,0.5,10.5,17.4,3.2,0.9,4.1,0.077,0.9,-1.0,-0.2,1.2,False
stojape01,Peja Stojaković,SMALL FORWARD,30,NEW ORLEANS HORNETS,77,2711,15.7,0.581,0.511,0.136,2.7,11.8,7.1,5.6,1.1,0.3,5.3,19.7,5.8,2.4,8.1,0.144,2.5,-0.9,1.7,2.5,False
storeaw01,Awvee Storey,SHOOTING GUARD,30,MILWAUKEE BUCKS,26,259,11.5,0.452,0.079,0.326,13.5,10.9,12.3,10.1,1.4,0.3,8.9,19.4,0.1,0.0,0.2,0.031,-2.7,-2.5,-5.2,-0.2,False
stoudda01,Damon Stoudamire,POINT GUARD,34,MEMPHIS GRIZZLIES,29,624,11.8,0.514,0.485,0.134,2.5,10.3,6.4,27.7,1.5,0.0,19.6,18.2,0.2,0.2,0.4,0.033,-0.6,-1.6,-2.2,0.0,False
stoudda01,Damon Stoudamire,POINT GUARD,34,SAN ANTONIO SPURS,31,413,4.6,0.362,0.385,0.056,1.7,11.6,6.7,20.0,1.4,0.4,17.0,20.5,-1.1,0.6,-0.5,-0.06,-5.9,0.0,-5.9,-0.4,False
stoudsa01,Salim Stoudamire,POINT GUARD,25,ATLANTA HAWKS,35,402,11.1,0.495,0.472,0.278,1.2,5.8,3.5,11.9,0.9,0.9,9.4,25.2,0.1,0.1,0.3,0.031,-1.0,-2.5,-3.5,-0.1,False
stoudam01,Amar'e Stoudemire,CENTER,25,PHOENIX SUNS,79,2677,27.6,0.656,0.026,0.571,8.2,21.1,15.2,7.5,1.2,4.0,10.3,28.2,10.9,3.8,14.6,0.262,4.2,0.6,4.8,4.6,False
strawdj01,D.J. Strawberry,SHOOTING GUARD,22,PHOENIX SUNS,33,270,6.2,0.364,0.272,0.207,4.1,7.4,5.9,14.8,2.2,1.5,9.9,18.5,-0.4,0.2,-0.2,-0.031,-5.9,0.3,-5.6,-0.2,False
stuckro01,Rodney Stuckey,POINT GUARD,21,DETROIT PISTONS,57,1081,13.8,0.484,0.042,0.408,3.5,10.8,7.1,23.9,2.5,0.4,14.8,23.1,0.4,1.6,2.0,0.09,-2.1,1.1,-1.1,0.3,False
swiftro01,Robert Swift,CENTER,22,SEATTLE SUPERSONICS,8,98,2.9,0.391,0.0,0.118,6.7,13.3,10.0,1.4,2.5,4.4,35.9,12.3,-0.3,0.1,-0.2,-0.074,-8.1,1.6,-6.5,-0.1,False
swiftst01,Stromile Swift,POWER FORWARD,28,MEMPHIS GRIZZLIES,35,549,15.9,0.56,0.011,0.458,9.3,17.1,13.2,6.6,0.9,4.8,15.5,20.4,0.4,0.5,0.9,0.079,-2.0,0.1,-1.9,0.0,False
swiftst01,Stromile Swift,POWER FORWARD,28,NEW JERSEY NETS,21,295,12.7,0.523,0.0,0.318,7.1,20.5,13.7,2.3,0.9,4.7,10.7,17.4,0.1,0.3,0.5,0.074,-3.7,-0.7,-4.4,-0.2,False
szczewa02,Wally Szczerbiak,SMALL FORWARD,30,SEATTLE SUPERSONICS,50,1180,15.7,0.573,0.324,0.261,1.5,11.1,6.3,9.9,0.6,0.3,8.9,23.0,1.9,0.4,2.3,0.095,1.9,-1.2,0.7,0.8,False
szczewa02,Wally Szczerbiak,SMALL FORWARD,30,CLEVELAND CAVALIERS,25,556,10.3,0.451,0.249,0.196,3.6,13.3,8.3,10.4,0.9,1.0,8.1,20.2,0.0,0.5,0.5,0.044,-1.9,-1.0,-2.9,-0.1,False
telfase01,Sebastian Telfair,POINT GUARD,22,MINNESOTA TIMBERWOLVES,60,1933,10.4,0.462,0.205,0.189,0.9,7.4,4.0,27.7,1.6,0.5,15.6,16.6,0.2,0.5,0.7,0.018,-2.2,-1.0,-3.1,-0.6,False
terryja01,Jason Terry,SHOOTING GUARD,30,DALLAS MAVERICKS,82,2579,17.8,0.574,0.36,0.221,1.4,7.7,4.7,17.5,1.8,0.5,7.7,21.7,6.1,2.5,8.6,0.16,2.6,0.4,3.1,3.3,False
thomabi01,Billy Thomas,SMALL FORWARD,32,NEW JERSEY NETS,4,8,-10.3,0.258,1.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,20.5,27.9,-0.1,0.0,-0.1,-0.389,-12.4,-7.6,-20.0,0.0,False
thomabi01,Billy Thomas,SMALL FORWARD,32,CLEVELAND CAVALIERS,7,34,0.1,0.429,0.929,0.0,0.0,6.9,3.4,0.0,1.6,0.0,17.6,22.7,-0.1,0.0,-0.1,-0.112,-7.7,-2.7,-10.5,-0.1,False
thomake01,Kenny Thomas,POWER FORWARD,30,SACRAMENTO KINGS,23,281,2.6,0.398,0.0,0.132,7.7,17.7,12.8,6.5,1.1,0.3,34.3,9.7,-0.5,0.2,-0.3,-0.047,-5.9,-0.1,-6.0,-0.3,False
thomaku01,Kurt Thomas,CENTER,35,SEATTLE SUPERSONICS,42,1060,15.8,0.536,0.0,0.207,9.7,28.2,19.0,7.6,1.6,2.9,8.7,13.2,1.4,1.6,3.0,0.134,-0.9,1.6,0.8,0.7,False
thomaku01,Kurt Thomas,POWER FORWARD,35,SAN ANTONIO SPURS,28,524,11.1,0.465,0.008,0.192,8.2,22.7,15.5,4.2,2.2,2.0,11.7,14.0,-0.1,1.2,1.1,0.1,-3.4,2.3,-1.1,0.1,False
thomati01,Tim Thomas,POWER FORWARD,30,LOS ANGELES CLIPPERS,63,1940,12.2,0.505,0.384,0.217,3.7,15.6,9.6,15.7,1.1,1.1,11.3,20.7,0.3,1.4,1.7,0.042,-0.9,-0.5,-1.4,0.3,False
thomaty01,Tyrus Thomas,POWER FORWARD,21,CHICAGO BULLS,74,1330,14.6,0.486,0.014,0.395,8.4,21.1,14.5,11.0,1.9,4.2,13.0,19.7,0.4,2.1,2.4,0.088,-2.2,1.6,-0.6,0.5,False
thornal01,Al Thornton,POWER FORWARD,24,LOS ANGELES CLIPPERS,79,2158,12.7,0.504,0.149,0.331,5.2,14.0,9.6,8.4,1.1,1.5,11.4,24.1,-0.5,1.6,1.1,0.025,-1.9,-1.5,-3.4,-0.8,False
tinslja01,Jamaal Tinsley,POINT GUARD,29,INDIANA PACERS,39,1293,12.8,0.458,0.305,0.216,2.0,10.0,5.9,38.8,2.5,0.6,20.4,21.3,-0.6,1.3,0.8,0.028,-1.0,-0.5,-1.5,0.1,False
tuckeal02,Alando Tucker,SMALL FORWARD,23,PHOENIX SUNS,6,48,11.8,0.446,0.182,0.273,10.2,8.7,9.4,0.0,0.0,1.4,0.0,23.0,0.0,0.0,0.0,0.042,-2.8,-4.5,-7.2,-0.1,False
turiaro01,Ronny Turiaf,CENTER,25,LOS ANGELES LAKERS,78,1458,15.0,0.539,0.003,0.469,7.5,15.4,11.6,12.7,1.0,5.3,13.1,16.7,2.0,2.1,4.2,0.137,-1.2,1.9,0.7,1.0,False
turkohe01,Hedo Türkoğlu,SMALL FORWARD,28,ORLANDO MAGIC,82,3026,17.8,0.576,0.34,0.321,3.3,14.2,9.0,22.9,1.3,0.6,15.0,24.8,5.6,3.5,9.0,0.143,2.6,0.1,2.7,3.6,False
udokaim01,Ime Udoka,POWER FORWARD,30,SAN ANTONIO SPURS,73,1316,11.5,0.528,0.44,0.155,3.3,17.0,10.2,7.7,2.3,1.0,12.6,16.7,0.2,2.6,2.8,0.102,-2.0,2.2,0.2,0.7,False
udrihbe01,Beno Udrih,POINT GUARD,25,SACRAMENTO KINGS,65,2080,13.3,0.54,0.194,0.208,2.0,10.2,6.2,22.2,1.4,0.4,16.1,19.8,1.5,0.9,2.4,0.056,-0.2,-1.2,-1.4,0.3,False
varejan01,Anderson Varejão,CENTER,25,CLEVELAND CAVALIERS,48,1320,12.0,0.485,0.007,0.278,11.2,23.6,17.2,6.3,1.5,1.6,15.1,13.4,0.5,1.9,2.4,0.086,-2.7,0.1,-2.6,-0.2,False
vaughja01,Jacque Vaughn,POINT GUARD,32,SAN ANTONIO SPURS,74,1139,9.2,0.481,0.035,0.283,1.4,6.2,3.8,21.9,1.1,0.1,14.5,15.6,0.3,1.4,1.6,0.069,-3.9,0.4,-3.5,-0.4,False
villach01,Charlie Villanueva,POWER FORWARD,23,MILWAUKEE BUCKS,76,1829,14.9,0.502,0.227,0.193,8.9,21.5,15.0,7.5,0.9,1.5,10.8,24.4,0.9,0.9,1.7,0.045,-0.4,-2.4,-2.8,-0.3,False
vincima01,Marcus Vinicius,SMALL FORWARD,23,NEW ORLEANS HORNETS,13,69,11.6,0.564,0.6,0.55,1.7,12.1,6.8,4.3,0.8,1.1,10.8,18.8,0.0,0.1,0.1,0.073,-1.2,-1.2,-2.5,0.0,False
voskuja01,Jake Voskuhl,CENTER,30,MILWAUKEE BUCKS,44,386,8.7,0.528,0.0,0.363,8.8,21.3,14.8,5.1,1.2,4.3,23.8,14.2,-0.1,0.3,0.2,0.025,-6.3,0.4,-5.9,-0.4,False
vujacsa01,Sasha Vujačić,SHOOTING GUARD,23,LOS ANGELES LAKERS,72,1279,15.1,0.605,0.56,0.189,1.7,11.3,6.7,8.7,1.4,0.3,9.1,19.8,2.4,1.2,3.6,0.136,1.8,-0.7,1.2,1.0,False
wadedw01,Dwyane Wade,SHOOTING GUARD,26,MIAMI HEAT,51,1954,21.5,0.549,0.082,0.498,2.7,10.5,6.6,37.5,2.4,1.5,16.4,33.1,1.8,1.5,3.3,0.082,3.1,-0.2,2.9,2.3,False
wafervo01,Von Wafer,SHOOTING GUARD,22,DENVER NUGGETS,21,90,-1.6,0.325,0.395,0.211,1.2,10.6,6.0,7.7,1.1,0.8,20.9,24.8,-0.5,0.1,-0.4,-0.231,-9.9,-4.1,-14.0,-0.3,False
wafervo01,Von Wafer,SHOOTING GUARD,22,PORTLAND TRAIL BLAZERS,8,64,4.7,0.384,0.478,0.174,0.0,16.5,8.3,5.0,0.0,2.4,7.5,19.8,-0.1,0.0,-0.1,-0.067,-3.8,-1.2,-5.0,0.0,False
walkean02,Antoine Walker,POWER FORWARD,31,MINNESOTA TIMBERWOLVES,46,892,11.4,0.455,0.501,0.176,7.1,15.0,10.9,8.0,1.9,0.7,10.2,22.8,-0.5,0.5,0.1,0.004,-0.8,-1.4,-2.2,-0.1,False
wallabe01,Ben Wallace,CENTER,33,CHICAGO BULLS,50,1627,11.8,0.391,0.015,0.461,11.7,19.1,15.3,8.2,2.2,3.8,13.1,10.2,0.0,2.5,2.4,0.072,-1.6,2.0,0.4,1.0,False
wallabe01,Ben Wallace,POWER FORWARD,33,CLEVELAND CAVALIERS,22,578,12.4,0.463,0.0,0.543,11.3,21.2,16.1,3.3,1.8,5.0,15.2,9.3,0.2,1.0,1.2,0.097,-2.0,1.6,-0.3,0.2,False
wallage01,Gerald Wallace,POWER FORWARD,25,CHARLOTTE BOBCATS,62,2376,17.5,0.547,0.243,0.471,2.8,15.3,9.0,15.9,2.9,1.9,14.1,24.6,1.8,2.8,4.6,0.094,0.8,1.3,2.1,2.5,False
wallara01,Rasheed Wallace,CENTER,33,DETROIT PISTONS,77,2346,17.2,0.523,0.362,0.172,4.3,21.8,13.0,9.7,2.1,4.3,8.4,20.5,2.5,5.1,7.6,0.155,1.5,2.6,4.1,3.6,False
waltolu01,Luke Walton,SMALL FORWARD,27,LOS ANGELES LAKERS,74,1729,12.3,0.509,0.176,0.228,5.7,12.7,9.3,18.1,1.7,0.8,16.0,16.0,1.2,2.0,3.2,0.088,-0.8,0.5,-0.3,0.7,False
warriha01,Hakim Warrick,POWER FORWARD,25,MEMPHIS GRIZZLIES,75,1754,16.2,0.555,0.074,0.398,7.8,15.0,11.4,5.2,1.0,1.2,10.0,21.6,2.5,0.8,3.3,0.09,-0.3,-1.6,-1.9,0.0,False
washida01,Darius Washington,SHOOTING GUARD,22,SAN ANTONIO SPURS,18,146,9.0,0.493,0.25,0.271,3.3,12.8,8.1,17.1,1.9,0.0,20.7,22.2,-0.2,0.2,0.0,0.012,-4.9,0.2,-4.7,-0.1,False
watkida01,Darryl Watkins,CENTER,23,SACRAMENTO KINGS,9,71,0.5,0.349,0.0,0.333,8.5,11.4,10.0,0.0,1.4,2.2,28.9,15.2,-0.2,0.0,-0.2,-0.136,-8.4,-3.4,-11.8,-0.2,False
watsocj01,C.J. Watson,POINT GUARD,23,GOLDEN STATE WARRIORS,32,368,11.0,0.519,0.257,0.287,3.6,5.8,4.7,12.8,2.0,0.0,13.7,15.1,0.3,0.1,0.4,0.056,-2.0,-0.9,-2.8,-0.1,False
watsoea01,Earl Watson,POINT GUARD,28,SEATTLE SUPERSONICS,78,2269,14.6,0.517,0.177,0.194,2.1,8.7,5.4,36.6,1.5,0.3,17.8,18.8,1.7,1.1,2.9,0.061,0.1,-1.0,-0.9,0.6,False
webbech01,Chris Webber,POWER FORWARD,34,GOLDEN STATE WARRIORS,9,126,10.7,0.482,0.0,0.387,1.6,26.5,13.6,19.3,1.5,3.5,23.3,15.8,-0.1,0.2,0.1,0.025,-3.6,2.5,-1.1,0.0,False
webstma02,Martell Webster,SMALL FORWARD,21,PORTLAND TRAIL BLAZERS,75,2132,12.0,0.548,0.483,0.253,3.0,13.3,8.2,7.0,1.1,1.0,10.2,18.0,1.8,1.7,3.5,0.079,0.1,-0.2,-0.2,1.0,False
wellsbo01,Bonzi Wells,SHOOTING GUARD,31,HOUSTON ROCKETS,51,1124,14.1,0.48,0.092,0.422,6.4,19.5,13.0,11.8,2.4,1.6,13.5,22.9,-0.2,2.4,2.1,0.091,-2.3,2.0,-0.2,0.5,False
wellsbo01,Bonzi Wells,SHOOTING GUARD,31,NEW ORLEANS HORNETS,22,438,15.1,0.535,0.076,0.338,5.5,13.7,9.5,6.2,2.9,1.4,13.0,22.0,0.2,0.7,0.8,0.093,-1.4,1.0,-0.4,0.2,False
westda01,David West,POWER FORWARD,27,NEW ORLEANS HORNETS,76,2870,19.9,0.535,0.019,0.27,7.2,20.6,13.7,10.6,1.2,2.7,10.2,26.3,4.3,4.0,8.4,0.14,1.3,0.2,1.5,2.6,False
westde01,Delonte West,POINT GUARD,24,SEATTLE SUPERSONICS,35,727,9.8,0.447,0.224,0.156,2.0,12.4,7.2,23.7,2.1,1.0,19.8,19.8,-1.0,0.6,-0.4,-0.028,-3.1,0.3,-2.8,-0.1,False
westde01,Delonte West,POINT GUARD,24,CLEVELAND CAVALIERS,26,806,14.1,0.541,0.351,0.231,2.5,11.5,6.9,23.3,1.9,1.9,17.1,16.8,0.8,0.9,1.7,0.104,-0.1,1.2,1.1,0.6,False
westma02,Mario West,SHOOTING GUARD,23,ATLANTA HAWKS,64,269,8.6,0.488,0.082,0.531,11.3,9.5,10.4,7.2,2.4,1.1,13.0,11.7,0.2,0.2,0.5,0.082,-4.4,0.6,-3.8,-0.1,False
wilcoch01,Chris Wilcox,POWER FORWARD,25,SEATTLE SUPERSONICS,62,1739,16.3,0.554,0.005,0.389,7.9,19.2,13.6,7.1,1.3,1.5,12.1,21.2,1.7,1.6,3.4,0.093,-0.7,-0.3,-1.0,0.4,False
wilkida02,Damien Wilkins,SMALL FORWARD,28,SEATTLE SUPERSONICS,76,1843,11.3,0.474,0.23,0.214,4.3,10.2,7.2,12.7,1.7,0.7,10.8,19.4,-0.1,1.2,1.0,0.027,-2.0,-0.3,-2.3,-0.2,False
wilksmi01,Mike Wilks,POINT GUARD,28,DENVER NUGGETS,8,122,6.4,0.503,0.217,0.087,3.6,7.0,5.3,6.6,2.0,0.0,17.3,10.1,0.0,0.1,0.1,0.032,-4.1,0.7,-3.4,0.0,False
wilksmi01,Mike Wilks,POINT GUARD,28,WASHINGTON WIZARDS,4,44,10.1,0.625,0.5,0.0,2.6,13.7,8.0,9.7,3.7,0.0,20.0,5.2,0.0,0.0,0.1,0.094,-2.3,3.3,1.0,0.0,False
wilksmi01,Mike Wilks,POINT GUARD,28,SEATTLE SUPERSONICS,3,22,17.7,0.607,0.111,0.222,0.0,4.9,2.5,40.5,2.3,0.0,23.3,25.3,0.0,0.0,0.0,0.074,-0.6,-2.3,-2.8,0.0,False
williaa01,Aaron Williams,CENTER,36,LOS ANGELES CLIPPERS,30,297,10.3,0.54,0.0,0.327,5.8,18.0,11.9,4.9,2.1,3.8,17.1,11.8,0.0,0.4,0.4,0.072,-4.5,2.0,-2.5,0.0,False
willide01,Deron Williams,POINT GUARD,23,UTAH JAZZ,82,3059,20.8,0.595,0.188,0.368,1.4,8.3,4.9,43.6,1.5,0.6,17.7,23.1,8.9,2.3,11.3,0.177,4.9,-1.1,3.8,4.5,False
willija02,Jason Williams,POINT GUARD,32,MIAMI HEAT,67,1886,12.7,0.502,0.5,0.145,0.8,7.6,4.1,27.3,2.3,0.2,13.5,17.0,1.0,1.1,2.1,0.052,-0.5,-0.4,-0.9,0.6,False
williju01,Justin Williams,CENTER,23,SACRAMENTO KINGS,22,117,14.5,0.434,0.0,0.846,19.6,28.7,24.2,0.0,2.2,3.3,7.8,14.8,0.1,0.2,0.2,0.096,-1.1,-0.9,-2.0,0.0,False
williju01,Justin Williams,CENTER,23,HOUSTON ROCKETS,1,6,-13.0,0.315,0.0,1.333,19.1,0.0,9.4,0.0,0.0,0.0,17.4,43.9,-0.1,0.0,-0.1,-0.425,-24.0,-7.9,-31.9,0.0,False
willilo02,Lou Williams,POINT GUARD,21,PHILADELPHIA 76ERS,80,1862,16.7,0.523,0.203,0.386,2.6,8.1,5.3,22.6,2.3,0.6,12.4,24.3,2.5,1.8,4.4,0.112,1.3,0.1,1.4,1.6,False
willima03,Marcus Williams,POINT GUARD,22,NEW JERSEY NETS,53,854,11.0,0.499,0.485,0.16,1.9,11.8,6.9,27.8,1.5,0.3,19.3,20.8,-0.4,0.5,0.2,0.009,-0.8,-1.6,-2.4,-0.1,False
willima04,Marcus Williams,SMALL FORWARD,21,SAN ANTONIO SPURS,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9,0.0,23.9,0.0,0.0,0.0,-0.364,-8.9,7.0,-1.8,0.0,False
willima04,Marcus Williams,POWER FORWARD,21,LOS ANGELES CLIPPERS,10,34,7.2,0.263,0.0,0.0,13.5,27.4,20.4,15.6,1.5,0.0,0.0,25.8,-0.1,0.0,-0.1,-0.121,-4.8,-3.3,-8.1,-0.1,False
willima02,Marvin Williams,SMALL FORWARD,21,ATLANTA HAWKS,80,2765,14.5,0.54,0.011,0.446,5.0,14.2,9.6,8.3,1.5,0.9,10.4,20.1,3.6,2.1,5.7,0.099,-0.9,-0.5,-1.4,0.4,False
willima01,Mo Williams,POINT GUARD,25,MILWAUKEE BUCKS,66,2410,17.0,0.566,0.251,0.211,1.7,9.8,5.6,30.0,1.7,0.3,15.3,22.1,4.1,0.5,4.5,0.091,1.7,-1.4,0.3,1.4,False
willise01,Sean Williams,CENTER,21,NEW JERSEY NETS,73,1278,13.9,0.563,0.0,0.436,10.4,18.8,14.6,3.7,1.1,6.5,16.1,15.5,0.8,1.7,2.5,0.093,-3.3,1.1,-2.2,-0.1,False
willish03,Shawne Williams,SMALL FORWARD,21,INDIANA PACERS,65,967,12.8,0.522,0.368,0.285,6.0,14.0,9.9,9.8,1.3,2.0,12.2,21.3,0.4,1.0,1.4,0.069,-1.4,-0.4,-1.8,0.0,False
willish02,Shelden Williams,POWER FORWARD,24,ATLANTA HAWKS,36,414,9.8,0.445,0.01,0.51,9.6,20.5,15.1,4.0,1.7,2.0,10.3,14.9,0.0,0.5,0.5,0.06,-3.6,0.1,-3.5,-0.2,False
willish02,Shelden Williams,POWER FORWARD,24,SACRAMENTO KINGS,28,362,14.2,0.538,0.009,0.482,11.3,20.5,16.0,3.6,1.3,2.1,13.4,19.4,0.3,0.3,0.7,0.087,-1.7,-1.7,-3.4,-0.1,False
woodslo01,Loren Woods,CENTER,29,HOUSTON ROCKETS,7,17,13.4,0.6,0.0,0.0,0.0,6.5,3.3,20.1,0.0,0.0,0.0,13.4,0.0,0.0,0.1,0.179,-0.3,1.3,1.1,0.0,False
artesro01,Metta World Peace,SMALL FORWARD,28,SACRAMENTO KINGS,57,2172,18.8,0.535,0.23,0.307,5.6,12.1,8.9,16.2,3.1,1.4,11.9,25.5,2.4,2.2,4.7,0.103,2.1,0.7,2.8,2.6,False
wrighan01,Antoine Wright,SHOOTING GUARD,23,NEW JERSEY NETS,41,1056,8.3,0.477,0.352,0.202,3.8,9.9,6.9,10.4,1.3,1.3,11.1,15.2,-0.1,0.6,0.5,0.025,-3.0,0.0,-3.0,-0.3,False
wrighan01,Antoine Wright,SHOOTING GUARD,23,DALLAS MAVERICKS,15,176,9.0,0.566,0.214,0.214,3.4,10.8,7.2,11.4,0.6,1.7,19.3,15.1,0.0,0.2,0.2,0.056,-2.6,-0.1,-2.7,0.0,False
wrighbr03,Brandan Wright,POWER FORWARD,20,GOLDEN STATE WARRIORS,38,376,17.2,0.583,0.0,0.357,10.4,18.1,14.1,3.4,0.8,4.3,9.1,16.0,0.8,0.3,1.1,0.142,0.2,-0.6,-0.4,0.2,False
wrighdo01,Dorell Wright,SMALL FORWARD,22,MIAMI HEAT,44,1104,14.4,0.537,0.038,0.235,5.1,19.0,11.9,9.4,1.4,3.0,8.2,15.1,1.2,1.1,2.2,0.096,-0.7,0.7,0.1,0.6,False
wrighju01,Julian Wright,SMALL FORWARD,20,NEW ORLEANS HORNETS,57,640,15.4,0.581,0.142,0.308,5.9,15.7,10.7,9.5,2.4,1.5,15.1,16.4,0.7,0.9,1.7,0.126,0.3,1.5,1.8,0.6,False
wrighlo02,Lorenzen Wright,CENTER,32,ATLANTA HAWKS,13,148,3.7,0.331,0.0,0.353,5.5,23.5,14.6,2.8,1.1,1.5,9.2,6.6,-0.1,0.2,0.1,0.028,-6.0,0.8,-5.2,-0.1,False
wrighlo02,Lorenzen Wright,CENTER,32,SACRAMENTO KINGS,5,13,-11.7,0.25,0.0,0.0,9.3,0.0,4.5,11.1,0.0,0.0,33.3,20.6,-0.1,0.0,-0.1,-0.304,-17.3,-4.8,-22.2,-0.1,False
youngni01,Nick Young,SHOOTING GUARD,22,WASHINGTON WIZARDS,75,1158,11.6,0.527,0.209,0.259,2.3,9.6,5.8,9.6,1.6,0.5,15.0,24.9,-0.1,0.6,0.4,0.017,-2.6,-2.1,-4.7,-0.8,False
youngth01,Thaddeus Young,POWER FORWARD,19,PHILADELPHIA 76ERS,74,1554,16.5,0.57,0.039,0.21,9.1,14.8,11.9,6.2,2.5,0.4,10.7,17.4,2.6,2.0,4.5,0.14,0.2,0.3,0.5,1.0,False
